"","date","NUM_COLLISIONS","no_v","one_v","two_v","three_v","four_v","five_v","year","mo","da","rain_drizzle","snow_ice_pellets","hail","thunder","wdsp","visib","prcp","temp"
"984","2015-03-11",565,1,54,484,18,6,2,2015,3,11,1,0,0,0,12.3,5,0.55,42.1
"985","2015-03-12",586,1,60,496,24,3,2,2015,3,12,0,0,0,0,14.1,10,0.25,38.1
"986","2015-03-13",609,1,72,497,31,6,2,2015,3,13,0,0,0,0,12.3,10,0,31.1
"987","2015-03-14",507,1,82,400,19,4,1,2015,3,14,1,0,0,0,10.8,5.8,0,38.7
"988","2015-03-15",459,1,57,373,23,4,1,2015,3,15,1,1,0,0,12.3,7,1.16,38.5
"989","2015-03-16",529,2,57,435,31,2,2,2015,3,16,0,1,0,0,17.1,9,0.01,32.9
"990","2015-03-17",528,3,79,410,24,10,2,2015,3,17,1,0,0,0,10.1,7.9,0.01,38.6
"991","2015-03-18",547,3,62,448,29,2,3,2015,3,18,0,0,0,0,21.1,10,0.19,31
"992","2015-03-19",582,3,60,496,18,5,0,2015,3,19,0,0,0,0,18.3,10,0,27.6
"993","2015-03-20",570,4,73,458,30,5,0,2015,3,20,0,1,0,0,6.3,9,0,30.3
"994","2015-03-21",507,4,73,395,28,6,1,2015,3,21,1,1,0,0,8.5,7,0.02,34.2
"995","2015-03-22",432,0,42,349,32,7,2,2015,3,22,0,0,0,0,15.7,9.4,0.13,35.1
"996","2015-03-23",586,2,76,480,19,6,3,2015,3,23,0,0,0,0,14.9,10,0,27.2
"997","2015-03-24",601,5,63,505,27,1,0,2015,3,24,0,0,0,0,6.7,10,0,31.4
"998","2015-03-25",538,3,67,437,26,4,1,2015,3,25,0,0,0,0,6.7,9.9,0,33.6
"999","2015-03-26",525,0,59,434,25,6,1,2015,3,26,1,0,0,0,12.8,4.2,0.02,42.6
"1000","2015-03-27",532,3,61,446,20,2,0,2015,3,27,1,0,0,1,13.1,5.1,0.44,42.4
"1001","2015-03-28",459,0,58,373,24,2,2,2015,3,28,1,1,0,0,12.7,7.8,0.24,37.4
"1002","2015-03-29",505,2,42,421,34,5,1,2015,3,29,0,1,0,0,10.6,9.5,0.19,34.9
"1003","2015-03-30",556,0,51,472,27,5,1,2015,3,30,1,0,0,0,11,9.8,0,36.8
"1004","2015-03-31",628,4,87,506,18,10,3,2015,3,31,0,0,0,0,13.6,9.8,0,39.4
"1005","2015-04-01",648,2,60,544,33,8,1,2015,4,1,1,0,0,0,11.5,9.8,0.01,37.9
"1006","2015-04-02",653,3,77,538,28,6,1,2015,4,2,0,0,0,0,7,9.9,0,37.1
"1007","2015-04-03",491,1,68,389,27,5,1,2015,4,3,1,0,0,0,14.6,5.9,0,45
"1008","2015-04-04",507,2,69,399,32,5,0,2015,4,4,1,0,0,0,13.7,4.8,0.27,47.3
"1009","2015-04-05",422,0,44,338,35,3,2,2015,4,5,0,0,0,0,12.5,10,0.05,41.6
"1010","2015-04-06",510,2,62,408,31,5,2,2015,4,6,0,0,0,0,6.8,9.5,0,43.2
"1011","2015-04-07",452,0,55,368,16,10,3,2015,4,7,1,0,0,0,9.3,8.6,0.12,44.2
"1012","2015-04-08",457,2,36,396,21,1,1,2015,4,8,0,0,0,0,14.8,10,0.06,41.2
"1013","2015-04-09",452,3,46,376,23,1,3,2015,4,9,1,0,0,0,18.7,4.5,0.18,39.4
"1014","2015-04-10",486,1,62,398,21,3,1,2015,4,10,1,0,0,1,9.4,3.6,0.01,43.9
"1015","2015-04-11",576,1,56,475,25,11,8,2015,4,11,1,0,0,0,12.4,5.1,0.26,47.8
"1016","2015-04-12",443,3,37,359,38,1,5,2015,4,12,0,0,0,0,10.1,10,0,45
"1017","2015-04-13",554,1,69,455,24,4,1,2015,4,13,0,0,0,0,9.1,10,0,45
"1018","2015-04-14",542,2,50,462,24,3,1,2015,4,14,1,0,0,0,10.2,8.9,0,49.8
"1019","2015-04-15",595,4,85,477,24,3,2,2015,4,15,0,0,0,0,6.9,8.3,0.03,50.6
"1020","2015-04-16",560,4,55,463,32,6,0,2015,4,16,0,0,0,0,8.6,10,0,46.4
"1021","2015-04-17",679,5,65,558,41,10,0,2015,4,17,1,0,0,0,12.5,6.9,0,47.5
"1022","2015-04-18",605,1,84,474,36,5,5,2015,4,18,1,0,0,0,7.7,7.3,0.12,51.9
"1023","2015-04-19",471,3,44,388,29,4,3,2015,4,19,0,0,0,0,11,9.9,0,46.3
"1024","2015-04-20",630,0,78,514,27,7,4,2015,4,20,1,0,0,0,16.2,8.5,0,45.2
"1025","2015-04-21",645,6,84,511,32,11,1,2015,4,21,1,0,0,1,14.3,3.6,0.32,51.5
"1026","2015-04-22",568,3,68,464,25,8,0,2015,4,22,0,0,0,0,8.6,10,0.05,49.8
"1027","2015-04-23",612,3,63,495,38,10,3,2015,4,23,1,0,0,1,13.4,9.8,0.13,46.9
"1028","2015-04-24",676,4,79,552,35,4,2,2015,4,24,0,0,0,0,14.6,10,0,44
"1029","2015-04-25",592,1,71,479,29,9,3,2015,4,25,0,0,0,0,12.9,9.9,0,43.7
"1030","2015-04-26",477,0,35,403,28,7,4,2015,4,26,0,0,0,0,7.4,9.8,0,46.1
"1031","2015-04-27",558,4,60,461,23,7,3,2015,4,27,1,0,0,0,8.9,10,0,49
"1032","2015-04-28",613,0,63,514,28,6,2,2015,4,28,1,0,0,0,15.7,9.8,0.02,46
"1033","2015-04-29",679,0,88,550,34,7,0,2015,4,29,0,0,0,0,7.8,9.8,0,49.3
"1034","2015-04-30",640,4,75,516,37,3,5,2015,4,30,0,0,0,0,7.8,10,0,48.1
"1035","2015-05-01",642,2,63,529,37,10,1,2015,5,1,1,0,0,0,13.3,9.6,0,43.8
"1036","2015-05-02",540,0,54,455,23,6,2,2015,5,2,0,0,0,0,9.6,10,0,44.4
"1037","2015-05-03",555,2,59,452,28,9,5,2015,5,3,0,0,0,0,5.3,9.9,0,44.5
"1038","2015-05-04",641,4,70,532,27,4,4,2015,5,4,0,0,0,0,8.8,9.9,0,52.2
"1039","2015-05-05",638,3,60,543,26,4,2,2015,5,5,0,0,0,0,11,9.8,0,57.1
"1040","2015-05-06",568,1,61,474,27,5,0,2015,5,6,0,0,0,0,6.8,9.7,0,55.3
"1041","2015-05-07",684,5,74,568,32,5,0,2015,5,7,0,0,0,0,7.2,9.8,0,55.9
"1042","2015-05-08",709,6,77,580,39,6,1,2015,5,8,0,0,0,0,8.8,7.1,0,52.4
"1043","2015-05-09",560,4,61,452,33,8,2,2015,5,9,0,0,0,0,6.4,4.4,0,54.3
"1044","2015-05-10",549,1,53,443,41,11,0,2015,5,10,1,0,0,0,8.3,0.8,0.01,57
"1045","2015-05-11",645,0,73,526,40,3,3,2015,5,11,1,0,0,0,11.1,0.8,0,57.9
"1046","2015-05-12",684,0,81,554,39,4,6,2015,5,12,1,0,0,0,11.3,0.9,0.02,58.3
"1047","2015-05-13",655,1,62,547,34,11,0,2015,5,13,0,0,0,0,12.2,8.7,0,59.5
"1048","2015-05-14",654,1,79,536,26,7,5,2015,5,14,0,0,0,0,6.9,10,0,54
"1049","2015-05-15",723,4,64,617,32,3,3,2015,5,15,0,0,0,0,9.7,10,0,54.4
"1050","2015-05-16",650,8,83,518,31,7,3,2015,5,16,0,0,0,0,7.5,9.9,0,55.5
"1051","2015-05-17",543,1,55,443,35,5,4,2015,5,17,0,0,0,0,9.1,9.4,0,63.1
"1052","2015-05-18",566,3,68,449,39,7,0,2015,5,18,0,0,0,0,9.4,5.7,0,53.9
"1053","2015-05-19",606,2,62,503,29,8,2,2015,5,19,1,0,0,0,8.6,2.3,0,51.4
"1054","2015-05-20",666,4,87,537,33,3,2,2015,5,20,1,0,0,0,11.2,6.1,0.3,58.8
"1055","2015-05-21",615,3,65,514,25,6,2,2015,5,21,0,0,0,0,7.7,10,0,54.8
"1056","2015-05-22",727,4,81,591,42,7,2,2015,5,22,1,0,0,0,9.2,9.1,0.69,53.8
"1057","2015-05-23",546,3,57,448,33,5,0,2015,5,23,0,0,0,0,15,10,0.61,54.8
"1058","2015-05-24",432,4,51,337,31,6,3,2015,5,24,0,0,0,0,15.5,10,0,56.5
"1059","2015-05-25",420,1,57,323,30,7,2,2015,5,25,0,0,0,0,11.4,10,0,58.9
"1060","2015-05-26",686,4,74,562,38,6,2,2015,5,26,0,0,0,0,14.4,9.8,0,61.1
"1061","2015-05-27",697,4,76,577,36,0,4,2015,5,27,0,0,0,0,13.4,8.5,0,62.4
"1062","2015-05-28",682,2,83,561,31,4,1,2015,5,28,0,0,0,0,11.7,9.2,0,62.4
"1063","2015-05-29",813,3,75,684,42,7,2,2015,5,29,0,0,0,0,5.7,9.2,0,65.4
"1064","2015-05-30",622,1,68,514,31,5,3,2015,5,30,0,0,0,0,8.5,4.2,0,63.3
"1065","2015-05-31",555,1,71,435,35,10,3,2015,5,31,0,0,0,0,11.2,7.1,0,64.7
"1066","2015-06-01",691,1,88,572,22,8,0,2015,6,1,1,0,0,0,12.7,4.9,0,55.9
"1067","2015-06-02",642,4,64,536,34,2,2,2015,6,2,1,0,0,0,13.7,6.6,0.08,53.4
"1068","2015-06-03",658,3,83,529,34,5,4,2015,6,3,1,0,0,0,13.9,10,0.07,53
"1069","2015-06-04",552,2,60,466,17,5,2,2015,6,4,0,0,0,0,7.9,10,0.01,52.2
"1070","2015-06-05",692,2,77,567,37,7,2,2015,6,5,1,0,0,0,7.3,10,0,53.1
"1071","2015-06-06",598,2,55,493,38,6,4,2015,6,6,1,0,0,0,11.5,8.4,0.05,58
"1072","2015-06-07",559,2,61,459,27,6,4,2015,6,7,0,0,0,0,7.7,10,0.14,59.5
"1073","2015-06-08",634,2,70,530,24,7,1,2015,6,8,0,0,0,0,10.6,10,0,59.6
"1074","2015-06-09",652,3,61,553,24,10,1,2015,6,9,1,0,0,0,14.2,7.9,0,64
"1075","2015-06-10",667,2,73,551,35,5,1,2015,6,10,0,0,0,0,8.8,6.4,0.07,65.2
"1076","2015-06-11",666,3,80,553,25,2,3,2015,6,11,0,0,0,0,11.8,9.1,0,64.6
"1077","2015-06-12",451,2,52,368,22,4,3,2015,6,12,0,0,0,0,6.8,5.9,0,67
"1078","2015-06-13",395,1,48,313,21,9,3,2015,6,13,1,0,0,0,10.9,6,0.02,68
"1079","2015-06-14",578,1,56,488,24,6,3,2015,6,14,0,0,0,0,8.9,10,0,66.9
"1080","2015-06-15",506,2,68,410,22,3,1,2015,6,15,1,0,0,0,9.9,8,0,57.8
"1081","2015-06-16",593,3,73,484,28,4,1,2015,6,16,1,0,0,0,7.1,3.6,0.47,64.2
"1082","2015-06-17",706,4,72,590,36,2,2,2015,6,17,0,0,0,0,14.5,8.4,0,64.8
"1083","2015-06-18",615,4,74,501,31,4,1,2015,6,18,0,0,0,0,3.9,10,0,59.1
"1084","2015-06-19",732,3,80,611,31,3,4,2015,6,19,0,0,0,0,7.4,10,0,65.6
"1085","2015-06-20",505,0,49,417,28,10,1,2015,6,20,1,0,0,0,9,10,0,62
"1086","2015-06-21",620,1,64,493,48,12,2,2015,6,21,1,0,0,1,11.3,6.2,0,64.9
"1087","2015-06-22",774,4,89,626,43,9,3,2015,6,22,0,0,0,0,6.2,6.2,1.8,67.1
"1088","2015-06-23",703,8,66,583,35,10,1,2015,6,23,1,0,0,0,10.2,7.8,0,65.5
"1089","2015-06-24",778,4,68,643,51,6,6,2015,6,24,1,0,0,1,9.4,8.2,0.21,70.8
"1090","2015-06-25",670,2,81,552,29,5,1,2015,6,25,0,0,0,0,7.4,10,0,68.7
"1091","2015-06-26",774,4,69,659,30,7,5,2015,6,26,0,0,0,0,7.9,9.9,0,66
"1092","2015-06-27",595,1,55,498,33,6,2,2015,6,27,0,0,0,0,8.4,9.2,0,61.5
"1093","2015-06-28",535,0,68,422,35,9,1,2015,6,28,1,0,0,0,13,4.3,0.03,64.4
"1094","2015-06-29",662,2,77,538,39,5,1,2015,6,29,0,0,0,0,9.7,7.4,0.11,64.3
"1095","2015-06-30",622,5,82,495,33,3,4,2015,6,30,0,0,0,0,7.1,9.3,0,67.1
"1096","2015-07-01",683,2,78,570,29,3,1,2015,7,1,1,0,0,1,10.4,6.5,0,65.5
"1097","2015-07-02",603,4,64,492,38,4,1,2015,7,2,1,0,0,0,7,7.1,0,68.7
"1098","2015-07-03",549,2,58,447,30,9,3,2015,7,3,1,0,0,0,5.8,7.6,0,68.3
"1099","2015-07-04",389,0,51,299,31,4,4,2015,7,4,0,0,0,0,6.2,8,0,62.9
"1100","2015-07-05",467,1,60,363,37,5,1,2015,7,5,0,0,0,0,8.2,9.3,0,65.8
"1101","2015-07-06",598,2,58,492,42,2,2,2015,7,6,0,0,0,0,8.2,8.8,0,69.2
"1102","2015-07-07",646,3,57,546,36,3,1,2015,7,7,0,0,0,0,8.2,7.4,0,68.1
"1103","2015-07-08",620,3,68,514,28,6,1,2015,7,8,0,0,0,0,9.8,3.8,0,70.6
"1104","2015-07-09",567,4,61,473,25,4,0,2015,7,9,0,0,0,0,9.8,8.5,0,69.1
"1105","2015-07-10",709,4,69,590,34,11,1,2015,7,10,1,0,0,0,7.9,8.7,0,65.2
"1106","2015-07-11",597,1,59,485,33,15,4,2015,7,11,0,0,0,0,8.4,10,0,71.8
"1107","2015-07-12",521,3,46,427,36,7,2,2015,7,12,0,0,0,0,9.3,9.7,0,71.5
"1108","2015-07-13",668,2,73,544,37,8,4,2015,7,13,0,0,0,0,5.3,8.3,0,70.9
"1109","2015-07-14",657,1,78,549,25,4,0,2015,7,14,1,0,0,0,9.2,9.8,0,67.4
"1110","2015-07-15",611,3,73,505,22,6,2,2015,7,15,0,0,0,0,4.5,6.8,0.01,72.3
"1111","2015-07-16",686,2,77,574,26,6,1,2015,7,16,0,0,0,0,16.6,9.2,0,67.3
"1112","2015-07-17",659,3,77,538,33,6,2,2015,7,17,0,0,0,0,6,10,0,64.9
"1113","2015-07-18",561,1,61,458,31,7,3,2015,7,18,0,0,0,0,9.7,10,0,67.8
"1114","2015-07-19",545,0,42,457,40,4,2,2015,7,19,0,0,0,0,9,6.9,0,71.4
"1115","2015-07-20",727,4,71,608,34,6,4,2015,7,20,1,0,0,0,9.3,4.1,0,73.4
"1116","2015-07-21",606,1,51,522,27,2,3,2015,7,21,0,0,0,0,5.4,3.6,0,72.6
"1117","2015-07-22",618,0,71,513,24,7,3,2015,7,22,0,0,0,0,9.2,7.8,0,73.7
"1118","2015-07-23",623,2,70,510,35,6,0,2015,7,23,0,0,0,0,8.3,10,0,71.9
"1119","2015-07-24",490,3,55,403,26,3,0,2015,7,24,0,0,0,0,7.5,10,0,71.7
"1120","2015-07-25",451,1,37,372,34,4,3,2015,7,25,0,0,0,0,4.4,9.7,0,68.5
"1121","2015-07-26",551,0,59,442,33,12,5,2015,7,26,0,0,0,0,8.5,8.8,0,65.8
"1122","2015-07-27",626,2,60,512,41,7,4,2015,7,27,0,0,0,0,8.3,9.9,0,71.1
"1123","2015-07-28",643,1,63,542,30,3,4,2015,7,28,0,0,0,0,7.2,9,0,72.4
"1124","2015-07-29",629,1,70,520,33,4,1,2015,7,29,0,0,0,0,6.8,5.4,0,76
"1125","2015-07-30",717,0,82,585,39,8,3,2015,7,30,0,0,0,0,9.7,6.2,0,74.2
"1126","2015-07-31",753,4,74,631,35,8,1,2015,7,31,0,0,0,0,8.5,8.5,0,76.7
"1127","2015-08-01",668,1,63,565,28,9,2,2015,8,1,0,0,0,0,9.2,8.9,0,73.4
"1128","2015-08-02",550,2,62,447,29,7,3,2015,8,2,0,0,0,0,7.8,9,0,75.9
"1129","2015-08-03",705,2,62,591,41,7,2,2015,8,3,0,0,0,0,8.9,9.1,0,74
"1130","2015-08-04",666,6,69,552,35,3,1,2015,8,4,1,0,0,0,10.4,6.1,0,75
"1131","2015-08-05",619,1,70,517,26,4,1,2015,8,5,0,0,0,0,7.8,7.6,0.02,74.5
"1132","2015-08-06",630,5,98,488,35,1,3,2015,8,6,0,0,0,0,9.3,10,0,73.5
"1133","2015-08-07",726,3,82,597,41,3,0,2015,8,7,0,0,0,0,7.4,10,0,71.2
"1134","2015-08-08",545,0,45,458,32,7,3,2015,8,8,0,0,0,0,11.8,10,0,69.7
"1135","2015-08-09",489,0,45,404,28,6,6,2015,8,9,1,0,0,0,13.1,9.2,0,67
"1136","2015-08-10",611,0,60,522,22,6,1,2015,8,10,0,0,0,0,6.6,9.3,0,66.9
"1137","2015-08-11",601,1,78,484,29,8,1,2015,8,11,1,0,0,0,12,7.5,0,67.9
"1138","2015-08-12",643,3,73,531,31,5,0,2015,8,12,1,0,0,1,7.9,7.2,1.01,71.9
"1139","2015-08-13",714,1,72,586,47,7,1,2015,8,13,0,0,0,0,5.2,8.4,0,71.1
"1140","2015-08-14",729,3,74,605,35,12,0,2015,8,14,0,0,0,0,4.8,8.6,0,70.4
"1141","2015-08-15",582,4,50,484,42,2,0,2015,8,15,1,0,0,0,6.7,8.2,0,71.8
"1142","2015-08-16",552,2,55,452,39,4,0,2015,8,16,0,0,0,0,8.5,9.5,0,74.3
"1143","2015-08-17",592,4,72,484,20,12,0,2015,8,17,0,0,0,0,8,7.6,0,74.1
"1144","2015-08-18",623,3,57,510,38,13,2,2015,8,18,0,0,0,0,8.8,8.8,0,74.5
"1145","2015-08-19",594,4,60,491,29,8,2,2015,8,19,0,0,0,0,5.4,6.3,0,73.9
"1146","2015-08-20",600,0,63,497,34,5,1,2015,8,20,0,0,0,0,9.7,6.4,0,73.4
"1147","2015-08-21",753,8,88,614,35,8,0,2015,8,21,0,0,0,0,9.7,7.1,0,73.6
"1148","2015-08-22",581,1,77,461,27,9,6,2015,8,22,0,0,0,0,6,4.8,0,73.9
"1149","2015-08-23",492,0,54,383,39,14,2,2015,8,23,0,0,0,0,7.6,4.7,0,73.4
"1150","2015-08-24",575,2,63,470,29,8,3,2015,8,24,0,0,0,0,5.4,3.8,0,71.7
"1151","2015-08-25",595,4,51,496,40,3,1,2015,8,25,0,0,0,0,7.4,9.7,0.01,72.8
"1152","2015-08-26",606,2,57,514,26,7,0,2015,8,26,1,0,0,1,7.4,9.2,0.3,73.8
"1153","2015-08-27",614,1,65,499,43,4,2,2015,8,27,0,0,0,0,8.5,10,0,72.3
"1154","2015-08-28",609,0,64,508,32,4,1,2015,8,28,0,0,0,0,6.6,10,0,71.4
"1155","2015-08-29",539,2,67,419,39,9,3,2015,8,29,0,0,0,0,7,10,0,70.3
"1156","2015-08-30",563,3,62,449,42,6,1,2015,8,30,0,0,0,0,8.5,10,0,72.6
"1157","2015-08-31",614,5,82,493,26,6,2,2015,8,31,0,0,0,0,11.2,9,0,74.8
"1158","2015-09-01",626,6,71,512,31,4,2,2015,9,1,0,0,0,0,8.3,9.4,0,74.6
"1159","2015-09-02",654,5,75,537,29,4,4,2015,9,2,0,0,0,0,5.3,9.7,0,66
"1160","2015-09-03",665,2,70,547,35,9,2,2015,9,3,0,0,0,0,6,7.5,0,74.5
"1161","2015-09-04",643,3,68,532,29,9,2,2015,9,4,0,0,0,0,12,6.8,0,70.6
"1162","2015-09-05",541,2,54,445,35,4,1,2015,9,5,0,0,0,0,9.3,10,0,66.8
"1163","2015-09-06",504,3,63,408,24,5,1,2015,9,6,0,0,0,0,4.7,10,0,66.6
"1164","2015-09-07",485,3,55,395,26,5,1,2015,9,7,0,0,0,0,11.9,10,0,73
"1165","2015-09-08",795,4,75,659,45,11,1,2015,9,8,0,0,0,0,13.5,9.1,0,76.4
"1166","2015-09-09",740,1,62,623,48,5,1,2015,9,9,0,0,0,0,10.3,7.6,0,75.8
"1167","2015-09-10",716,2,104,566,33,7,4,2015,9,10,1,0,0,1,5.6,5.6,0,73.8
"1168","2015-09-11",765,3,72,643,32,8,7,2015,9,11,1,0,0,1,12.6,9.5,0,68.6
"1169","2015-09-12",554,1,68,451,24,5,5,2015,9,12,0,0,0,0,8.8,9.9,0,67.7
"1170","2015-09-13",478,0,40,401,24,9,4,2015,9,13,1,0,0,0,8.4,8.8,0,68.2
"1171","2015-09-14",579,2,72,471,24,7,3,2015,9,14,0,0,0,0,14.5,10,0,67.6
"1172","2015-09-15",579,2,88,469,17,3,0,2015,9,15,0,0,0,0,10.1,10,0,70.8
"1173","2015-09-16",748,4,81,615,38,8,2,2015,9,16,0,0,0,0,6.2,10,0,72.8
"1174","2015-09-17",744,2,91,609,34,5,3,2015,9,17,0,0,0,0,5.9,7.8,0,69.3
"1175","2015-09-18",760,1,82,635,33,9,0,2015,9,18,0,0,0,0,6.4,7.9,0,70.1
"1176","2015-09-19",655,2,69,541,32,7,4,2015,9,19,1,0,0,0,5.2,6.6,0.01,70.4
"1177","2015-09-20",556,2,61,449,32,9,3,2015,9,20,0,0,0,0,8.9,7.5,0,70.7
"1178","2015-09-21",624,2,87,496,27,11,1,2015,9,21,0,0,0,0,17.3,10,0,63.9
"1179","2015-09-22",571,1,61,473,30,5,1,2015,9,22,0,0,0,0,10.4,10,0,63.5
"1180","2015-09-23",501,2,59,395,39,6,0,2015,9,23,0,0,0,0,9.8,10,0,62.4
"1181","2015-09-24",619,3,85,486,34,9,2,2015,9,24,0,0,0,0,9.2,10,0,61.5
"1182","2015-09-25",585,2,76,464,34,5,4,2015,9,25,0,0,0,0,10.3,10,0,61.2
"1183","2015-09-26",557,3,52,457,37,5,3,2015,9,26,0,0,0,0,11.4,10,0,59.4
"1184","2015-09-27",493,4,71,392,21,3,2,2015,9,27,0,0,0,0,7,10,0,59.4
"1185","2015-09-28",586,3,54,502,22,4,1,2015,9,28,0,0,0,0,6.7,9.7,0,66.8
"1186","2015-09-29",557,1,63,462,25,4,2,2015,9,29,1,0,0,0,7.8,8.5,0,69.3
"1187","2015-09-30",634,7,77,518,25,7,0,2015,9,30,1,0,0,0,15.5,4.1,0.34,70.5
"1188","2015-10-01",683,4,93,556,26,3,1,2015,10,1,1,0,0,0,21.4,8.1,1.26,59.7
"1189","2015-10-02",798,1,130,633,31,2,1,2015,10,2,1,0,0,0,22.5,4.1,1.07,56
"1190","2015-10-03",556,3,80,434,22,9,8,2015,10,3,1,0,0,0,22.1,7.9,1.01,55.5
"1191","2015-10-04",536,2,65,424,35,7,3,2015,10,4,0,0,0,0,19.2,10,0.04,56.2
"1192","2015-10-05",597,4,74,490,21,7,1,2015,10,5,1,0,0,0,17.1,10,0,58.6
"1193","2015-10-06",631,3,88,497,35,6,2,2015,10,6,0,0,0,0,10.5,10,0,59.4
"1194","2015-10-07",668,2,85,546,28,6,1,2015,10,7,0,0,0,0,5.4,10,0,57
"1195","2015-10-08",666,3,75,561,23,3,1,2015,10,8,0,0,0,0,8.2,10,0,59.8
"1196","2015-10-09",764,3,87,623,38,11,2,2015,10,9,0,0,0,0,10.9,9.8,0,58.9
"1197","2015-10-10",649,2,69,526,44,6,2,2015,10,10,1,0,0,1,13.1,9,0.56,59.2
"1198","2015-10-11",559,2,62,456,27,8,4,2015,10,11,0,0,0,0,8.1,10,0,56
"1199","2015-10-12",505,3,70,404,22,5,1,2015,10,12,0,0,0,0,7.6,9.7,0,60.2
"1200","2015-10-13",724,3,79,598,36,6,2,2015,10,13,1,0,0,0,8.3,6.5,0.18,64.4
"1201","2015-10-14",658,0,67,550,33,5,3,2015,10,14,0,0,0,0,11.2,9,0.03,63.8
"1202","2015-10-15",683,3,92,549,29,8,2,2015,10,15,0,0,0,0,10.4,10,0,57.1
"1203","2015-10-16",676,1,84,547,37,5,2,2015,10,16,1,0,0,0,11.7,9.8,0,60.1
"1204","2015-10-17",565,2,51,462,39,9,2,2015,10,17,0,0,0,0,8.2,10,0.07,52.7
"1205","2015-10-18",551,1,58,440,41,10,1,2015,10,18,0,0,0,0,13.7,10,0,46.1
"1206","2015-10-19",667,2,95,543,24,3,0,2015,10,19,0,0,0,0,12.6,10,0,42.8
"1207","2015-10-20",714,1,98,572,38,4,1,2015,10,20,0,0,0,0,21.3,9.7,0,58.2
"1208","2015-10-21",720,4,75,604,34,2,1,2015,10,21,0,0,0,0,8.7,9.9,0,62.7
"1209","2015-10-22",666,3,90,538,33,1,1,2015,10,22,0,0,0,0,9.7,8.8,0,60.5
"1210","2015-10-23",742,3,102,587,43,5,2,2015,10,23,0,0,0,0,15.4,10,0.01,56.2
"1211","2015-10-24",519,3,52,423,35,4,2,2015,10,24,0,0,0,0,9.4,10,0,51.5
"1212","2015-10-25",522,3,58,416,38,4,3,2015,10,25,0,0,0,0,6.9,9.7,0,57
"1213","2015-10-26",698,1,81,566,42,5,3,2015,10,26,0,0,0,0,12.9,10,0,52.3
"1214","2015-10-27",631,0,85,514,28,2,2,2015,10,27,0,0,0,0,5.9,10,0,46.7
"1215","2015-10-28",689,5,120,513,41,7,3,2015,10,28,1,0,0,0,13.2,9.3,0,53.8
"1216","2015-10-29",767,1,126,589,39,6,6,2015,10,29,1,0,0,0,17.6,3.5,0.54,63.2
"1217","2015-10-30",688,5,79,558,41,4,1,2015,10,30,0,0,0,0,11.1,10,0.4,57.4
"1218","2015-10-31",357,2,43,286,21,4,1,2015,10,31,0,0,0,0,5.7,10,0,48.9
"1219","2015-11-01",312,3,54,220,25,7,3,2015,11,1,0,0,0,0,8.7,9.9,0,57
"1220","2015-11-02",613,1,75,501,34,2,0,2015,11,2,0,0,0,0,7.8,9.5,0,58.3
"1221","2015-11-03",655,2,96,518,33,5,1,2015,11,3,1,0,0,0,6.4,8.2,0,54.4
"1222","2015-11-04",672,2,82,557,21,8,2,2015,11,4,0,0,0,0,7.4,9.7,0,57
"1223","2015-11-05",690,4,75,554,44,7,6,2015,11,5,0,0,0,0,7.6,9.1,0,58.9
"1224","2015-11-06",616,1,70,507,33,4,1,2015,11,6,1,0,0,0,11.3,4.3,0.14,62.3
"1225","2015-11-07",500,1,57,394,39,9,0,2015,11,7,1,0,0,0,10.9,6.9,0,61.4
"1226","2015-11-08",472,3,52,371,36,4,6,2015,11,8,0,0,0,0,11,10,0,53.2
"1227","2015-11-09",615,2,73,505,27,6,2,2015,11,9,0,0,0,0,7.9,10,0,51.4
"1228","2015-11-10",757,4,102,597,43,10,1,2015,11,10,1,0,0,0,7.9,9.3,0,55.8
"1229","2015-11-11",530,3,72,435,17,3,0,2015,11,11,1,0,0,0,20.5,4,0.72,56.1
"1230","2015-11-12",637,3,84,510,30,7,3,2015,11,12,1,0,0,0,11.5,7.3,0.17,52.5
"1231","2015-11-13",677,4,74,566,25,4,4,2015,11,13,1,0,0,0,16.9,9.8,0.07,58.3
"1232","2015-11-14",613,2,69,492,41,7,2,2015,11,14,0,0,0,0,18.7,10,0,49
"1233","2015-11-15",500,0,63,385,43,6,3,2015,11,15,0,0,0,0,14.3,10,0,47.6
"1234","2015-11-16",618,3,76,501,33,3,2,2015,11,16,0,0,0,0,8.3,10,0,54
"1235","2015-11-17",684,2,83,559,35,5,0,2015,11,17,0,0,0,0,11.9,10,0,45.3
"1236","2015-11-18",628,3,73,523,24,5,0,2015,11,18,0,0,0,0,3.2,10,0,42.9
"1237","2015-11-19",797,4,161,587,41,4,0,2015,11,19,0,0,0,0,11.8,10,0,50.4
"1238","2015-11-20",819,3,113,651,39,8,5,2015,11,20,1,0,0,0,13.6,7.2,0.08,57
"1239","2015-11-21",597,1,73,481,30,10,2,2015,11,21,0,0,0,0,14.3,10,0.78,48.8
"1240","2015-11-22",431,3,57,344,21,3,3,2015,11,22,1,0,0,0,6.6,8.1,0,50.1
"1241","2015-11-23",704,1,97,567,34,2,3,2015,11,23,1,0,0,0,17.4,8.5,1.68,45.2
"1242","2015-11-24",733,2,77,607,35,9,3,2015,11,24,0,0,0,0,11.7,10,0.25,37.5
"1243","2015-11-25",717,3,72,594,42,4,2,2015,11,25,0,0,0,0,4.3,10,0,39.6
